,price,property_type,bedrooms,bathrooms_text,beds,neighbourhood_cleansed
1773,310.0,Entire loft,2.0,2.0,2.0,Five Points
1774,234.0,Entire rental unit,2.0,1.0,2.0,Cherry Creek
1775,100.0,Private room in residential home,1.0,1.5,1.0,Gateway - Green Valley Ranch
1777,146.0,Entire townhouse,1.0,1.0,1.0,Clayton
1778,226.0,Entire condominium (condo),1.0,1.0,1.0,Five Points
1780,69.0,Entire guest suite,1.0,1.0,1.0,Whittier
1781,64.0,Private room in residential home,1.0,1.0,1.0,North Park Hill
1782,92.0,Entire guest suite,2.0,1.0,2.0,Highland
1783,174.0,Entire townhouse,1.0,1.0,1.0,Cherry Creek
1784,129.0,Entire rental unit,1.0,1.0,1.0,Stapleton
1785,49.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
1786,225.0,Entire residential home,2.0,1.0,4.0,West Colfax
1787,72.0,Private room in residential home,1.0,2.0,1.0,Elyria Swansea
1788,65.0,Entire guest suite,1.0,1.0,1.0,Rosedale
1789,210.0,Entire residential home,4.0,3.5,4.0,Stapleton
1790,205.0,Entire residential home,2.0,1.0,3.0,Sloan Lake
1791,196.0,Room in boutique hotel,1.0,1.0,2.0,City Park West
1794,320.0,Entire townhouse,2.0,2.5,4.0,West Colfax
1795,153.0,Entire residential home,3.0,2.5,4.0,Regis
1796,227.0,Entire condominium (condo),1.0,1.0,1.0,CBD
1797,100.0,Entire condominium (condo),1.0,1.0,2.0,Union Station
1798,249.0,Entire residential home,3.0,3.5,3.0,Rosedale
1799,125.0,Entire guest suite,2.0,1.0,3.0,Athmar Park
1800,644.0,Entire residential home,5.0,3.5,7.0,Capitol Hill
1801,154.0,Entire guest suite,2.0,1.0,3.0,Skyland
1802,101.0,Entire guest suite,1.0,1.0,2.0,North Park Hill
1805,64.0,Private room in residential home,1.0,1.0,1.0,North Park Hill
1806,622.0,Entire residential home,3.0,2.0,3.0,Cheesman Park
1807,129.0,Entire guest suite,1.0,1.0,2.0,Speer
1808,110.0,Entire guest suite,1.0,1.0,5.0,Gateway - Green Valley Ranch
1809,150.0,Entire guest suite,2.0,1.0,2.0,West Highland
1810,96.0,Entire residential home,1.0,1.0,1.0,Westwood
1811,98.0,Private room in residential home,2.0,1.0,3.0,Gateway - Green Valley Ranch
1812,216.0,Entire townhouse,2.0,2.0,2.0,Union Station
1813,83.0,Entire condominium (condo),1.0,1.0,2.0,Hale
1814,45.0,Private room in townhouse,1.0,1.0,1.0,Sloan Lake
1815,222.0,Entire rental unit,2.0,1.0,2.0,Union Station
1816,85.0,Private room in residential home,1.0,1.0,1.0,Cole
1817,120.0,Entire guest suite,1.0,1.0,2.0,Highland
1818,110.0,Private room in residential home,2.0,1.0,2.0,North Park Hill
1819,214.0,Entire bungalow,2.0,1.0,2.0,Skyland
1820,45.0,Private room in residential home,1.0,1.0,1.0,West Highland
1821,226.0,Entire guesthouse,1.0,1.5,4.0,Cheesman Park
1822,45.0,Private room in residential home,1.0,1.0,1.0,West Highland
1823,95.0,Entire guesthouse,1.0,1.0,3.0,West Highland
1824,999.0,Entire residential home,3.0,2.0,3.0,Skyland
1825,50.0,Private room in residential home,1.0,1.0,1.0,City Park
1826,52.0,Private room in rental unit,1.0,1.0,1.0,Marston
1827,64.0,Entire rental unit,1.0,1.0,1.0,City Park West
1828,225.0,Entire loft,1.0,1.0,1.0,Union Station
1829,132.0,Entire townhouse,3.0,3.5,4.0,Sunnyside
1830,145.0,Entire guest suite,2.0,1.0,3.0,Mar Lee
1831,150.0,Entire rental unit,2.0,2.0,2.0,Washington Park
1832,130.0,Entire townhouse,2.0,1.5,2.0,Berkeley
1833,119.0,Entire guest suite,2.0,1.0,2.0,Clayton
1834,295.0,Entire residential home,3.0,2.5,4.0,Regis
1836,75.0,Private room in residential home,2.0,1.0,3.0,South Park Hill
1837,78.0,Entire rental unit,1.0,1.0,1.0,Berkeley
1838,139.0,Private room in residential home,1.0,1.0,2.0,Hampden
1839,174.0,Entire rental unit,2.0,1.0,2.0,Sunnyside
1840,132.0,Entire condominium (condo),2.0,2.0,2.0,Highland
1841,50.0,Private room in townhouse,1.0,1.0,1.0,Jefferson Park
1842,220.0,Private room in residential home,3.0,1.0,3.0,Harvey Park
1843,154.0,Entire guesthouse,2.0,1.0,1.0,Skyland
1844,110.0,Entire guest suite,1.0,1.0,2.0,Sunnyside
1845,649.0,Entire townhouse,2.0,2.5,2.0,West Colfax
1846,50.0,Private room in residential home,1.0,1.0,1.0,Congress Park
1847,196.0,Entire condominium (condo),1.0,1.0,3.0,Highland
1848,45.0,Private room in residential home,1.0,1.0,1.0,Wellshire
1849,45.0,Private room in townhouse,1.0,1.0,1.0,University Park
1850,133.0,Entire guest suite,1.0,1.0,2.0,Montclair
1851,45.0,Private room in townhouse,1.0,1.0,1.0,Hampden South
1852,48.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
1855,148.0,Entire bungalow,2.0,1.0,2.0,Whittier
1856,87.0,Entire townhouse,2.0,1.0,2.0,West Colfax
1857,70.0,Private room in condominium (condo),1.0,1.0,1.0,Windsor
1858,50.0,Private room in residential home,1.0,1.0,1.0,Cheesman Park
1859,40.0,Private room in residential home,1.0,1.0,1.0,Congress Park
1860,88.0,Entire condominium (condo),2.0,2.0,2.0,Union Station
1863,131.0,Entire guest suite,1.0,1.0,2.0,Jefferson Park
1864,74.0,Entire guest suite,1.0,1.0,2.0,Sunnyside
1865,245.0,Entire residential home,2.0,1.0,2.0,Five Points
1866,62.0,Entire condominium (condo),1.0,1.0,1.0,Speer
1867,97.0,Entire guest suite,1.0,1.0,3.0,University
1868,100.0,Entire townhouse,1.0,1.5,1.0,West Colfax
1870,44.0,Private room in townhouse,1.0,1.0,1.0,Skyland
1871,90.0,Private room in residential home,2.0,1.0,3.0,Gateway - Green Valley Ranch
1872,279.0,Entire guest suite,3.0,1.0,5.0,West Colfax
1873,95.0,Entire cottage,1.0,1.0,2.0,Barnum West
1874,55.0,Private room in residential home,1.0,2.0,5.0,Gateway - Green Valley Ranch
1875,279.0,Entire residential home,3.0,2.0,3.0,Belcaro
1876,70.0,Entire guesthouse,1.0,1.0,1.0,Whittier
1877,85.0,Entire rental unit,1.0,1.0,1.0,Sloan Lake
1878,67.0,Entire guest suite,1.0,1.0,1.0,Speer
1879,55.0,Private room in residential home,1.0,2.0,3.0,Gateway - Green Valley Ranch
1880,100.0,Entire residential home,3.0,1.0,3.0,Gateway - Green Valley Ranch
1881,157.0,Entire guest suite,1.0,1.0,2.0,Highland
1882,254.0,Entire rental unit,1.0,1.0,1.0,Union Station
1883,582.0,Entire residential home,4.0,3.5,4.0,Villa Park
1884,224.0,Entire guest suite,1.0,1.0,1.0,East Colfax
1885,90.0,Entire rental unit,1.0,1.0,1.0,Sloan Lake
1886,50.0,Private room in townhouse,1.0,1.0,1.0,Skyland
1887,132.0,Entire guest suite,1.0,1.0,1.0,Clayton
1888,150.0,Entire guesthouse,2.0,1.0,3.0,Whittier
1889,213.0,Entire townhouse,2.0,2.5,2.0,Berkeley
1890,100.0,Private room in residential home,1.0,1.5,1.0,Gateway - Green Valley Ranch
1891,72.0,Entire rental unit,2.0,1.0,3.0,Five Points
1892,134.0,Entire guest suite,1.0,1.0,2.0,West Colfax
1893,121.0,Entire guest suite,2.0,1.0,2.0,University
1894,85.0,Entire guest suite,1.0,1.0,1.0,Sloan Lake
1895,700.0,Entire residential home,5.0,4.5,6.0,Highland
1896,93.0,Entire bungalow,2.0,1.5,3.0,Clayton
1897,120.0,Entire guest suite,3.0,1.0,3.0,Elyria Swansea
1898,142.0,Entire guest suite,1.0,1.0,3.0,North Park Hill
1899,126.0,Entire guesthouse,1.0,1.0,1.0,Capitol Hill
1900,357.0,Entire townhouse,4.0,2.5,5.0,Gateway - Green Valley Ranch
1901,151.0,Entire condominium (condo),1.0,1.5,1.0,Civic Center
1902,457.0,Entire townhouse,2.0,2.5,3.0,West Colfax
1903,190.0,Entire rental unit,1.0,1.0,2.0,Country Club
1904,130.0,Entire loft,1.0,1.0,1.0,Five Points
1905,110.0,Private room in residential home,2.0,1.0,3.0,Regis
1906,179.0,Entire rental unit,2.0,1.0,4.0,Skyland
1907,150.0,Entire rental unit,2.0,1.0,2.0,Speer
1908,65.0,Entire condominium (condo),1.0,2.0,0.0,CBD
1909,88.0,Entire guest suite,1.0,1.0,1.0,Hale
1910,86.0,Entire residential home,1.0,1.0,1.0,Berkeley
1911,115.0,Entire guest suite,2.0,1.0,2.0,West Colfax
1912,75.0,Entire rental unit,1.0,1.0,1.0,Baker
1913,240.0,Entire bungalow,2.0,1.0,2.0,Skyland
1915,74.0,Entire rental unit,1.0,1.0,2.0,CBD
1916,129.0,Entire townhouse,3.0,3.0,3.0,Hilltop
1917,65.0,Entire condominium (condo),1.0,1.0,1.0,North Capitol Hill
1918,283.0,Entire rental unit,1.0,1.0,2.0,University
1919,256.0,Entire rental unit,1.0,1.0,2.0,University Park
1920,525.0,Entire rental unit,2.0,2.0,3.0,University Park
1922,81.0,Entire loft,1.0,1.0,1.0,Five Points
1924,472.0,Entire rental unit,2.0,2.0,3.0,University Park
1925,60.0,Entire rental unit,1.0,1.0,1.0,Speer
1926,229.0,Entire rental unit,2.0,2.0,3.0,Union Station
1927,105.0,Entire guest suite,2.0,1.0,4.0,Washington Park West
1928,108.0,Entire rental unit,1.0,1.0,1.0,Country Club
1929,264.0,Entire residential home,2.0,2.5,4.0,Five Points
1930,202.0,Entire guest suite,2.0,1.0,4.0,Speer
1931,150.0,Entire rental unit,1.0,1.0,1.0,Union Station
1932,825.0,Entire townhouse,3.0,3.5,3.0,Five Points
1933,396.0,Entire residential home,4.0,2.5,4.0,West Colfax
1934,133.0,Entire guesthouse,1.0,1.0,2.0,Berkeley
1935,103.0,Entire guest suite,2.0,1.0,3.0,Sunnyside
1936,177.0,Entire residential home,3.0,2.0,3.0,Montbello
1937,71.0,Entire guest suite,1.0,1.0,1.0,Virginia Village
1938,100.0,Entire condominium (condo),2.0,2.0,2.0,Cherry Creek
1939,85.0,Private room in residential home,1.0,1.0,1.0,Capitol Hill
1940,178.0,Entire rental unit,2.0,1.0,4.0,Cheesman Park
1941,80.0,Entire condominium (condo),1.0,1.0,1.0,Capitol Hill
1942,349.0,Entire residential home,3.0,2.0,3.0,Northeast Park Hill
1943,311.0,Entire townhouse,2.0,2.5,2.0,Cherry Creek
1944,108.0,Entire guest suite,1.0,1.0,2.0,University
1945,412.0,Entire rental unit,1.0,1.0,2.0,Five Points
1946,110.0,Entire guest suite,1.0,1.0,1.0,Sunnyside
1947,157.0,Entire guest suite,2.0,1.0,2.0,Lincoln Park
1948,78.0,Entire condominium (condo),2.0,1.5,2.0,Hampden South
1949,90.0,Entire guest suite,1.0,1.0,1.0,Congress Park
1950,175.0,Entire rental unit,1.0,1.0,1.0,North Capitol Hill
1951,34.0,Private room in townhouse,1.0,1.0,1.0,Skyland
1952,552.0,Entire residential home,3.0,3.0,7.0,Five Points
1953,98.0,Entire residential home,1.0,1.0,1.0,Villa Park
1954,74.0,Entire condominium (condo),1.0,1.0,1.0,Union Station
1955,60.0,Entire guest suite,1.0,1.0,1.0,Whittier
1956,714.0,Entire residential home,4.0,3.0,5.0,Five Points
1957,485.0,Entire residential home,3.0,2.0,3.0,Belcaro
1958,115.0,Entire rental unit,1.0,1.0,1.0,Union Station
1959,199.0,Entire residential home,4.0,2.5,5.0,Montbello
1960,105.0,Entire rental unit,1.0,1.0,1.0,Union Station
1961,38.0,Private room in residential home,1.0,1.0,1.0,Highland
1962,70.0,Entire condominium (condo),1.0,1.0,1.0,North Capitol Hill
1963,121.0,Entire condominium (condo),1.0,1.0,1.0,Speer
1964,66.0,Entire condominium (condo),1.0,1.0,1.0,Speer
1965,100.0,Entire rental unit,1.0,1.0,2.0,Regis
1966,76.0,Entire rental unit,1.0,1.0,2.0,Congress Park
1967,120.0,Entire bungalow,2.0,1.0,3.0,Chaffee Park
1968,99.0,Entire condominium (condo),2.0,3.0,0.0,Capitol Hill
1969,162.0,Entire residential home,2.0,1.0,6.0,East Colfax
1971,57.0,Entire residential home,2.0,1.0,2.0,West Highland
1972,139.0,Entire bungalow,2.0,1.0,2.0,Cole
1973,24.0,Private room in townhouse,1.0,1.5,1.0,Mar Lee
1974,157.0,Entire rental unit,2.0,1.0,0.0,Union Station
1975,35.0,Private room in residential home,1.0,1.0,1.0,East Colfax
1976,123.0,Entire townhouse,2.0,1.0,2.0,Cole
1977,120.0,Entire rental unit,1.0,1.0,2.0,Capitol Hill
1978,154.0,Entire condominium (condo),2.0,2.5,2.0,West Colfax
1979,68.0,Private room in townhouse,1.0,1.0,2.0,Gateway - Green Valley Ranch
1980,140.0,Entire townhouse,2.0,2.5,2.0,Stapleton
1981,89.0,Entire condominium (condo),1.0,1.0,1.0,Hale
1982,74.0,Entire condominium (condo),1.0,1.0,1.0,Platt Park
1983,35.0,Private room in residential home,1.0,1.0,1.0,Skyland
1985,836.0,Entire residential home,7.0,4.5,8.0,University
1986,25.0,Private room in rental unit,1.0,1.0,1.0,Goldsmith
1987,135.0,Entire residential home,2.0,1.0,2.0,Berkeley
1988,205.0,Entire residential home,3.0,2.0,5.0,Wellshire
1989,249.0,Entire residential home,2.0,2.5,3.0,West Colfax
1990,120.0,Entire condominium (condo),2.0,1.5,2.0,Union Station
1991,224.0,Entire townhouse,2.0,3.0,2.0,Jefferson Park
1992,129.0,Entire condominium (condo),1.0,1.0,1.0,Washington Virginia Vale
1993,99.0,Private room in residential home,1.0,1.5,1.0,Sloan Lake
1994,45.0,Private room in bungalow,1.0,1.0,1.0,Sunnyside
1995,74.0,Entire guest suite,1.0,1.0,1.0,Whittier
1996,59.0,Entire condominium (condo),1.0,1.0,1.0,Capitol Hill
1997,300.0,Entire residential home,3.0,2.0,3.0,University Park
1998,37.0,Entire townhouse,2.0,2.5,3.0,Jefferson Park
1999,74.0,Private room in townhouse,1.0,1.0,1.0,Skyland
2000,103.0,Entire condominium (condo),2.0,1.5,2.0,Five Points
2001,119.0,Entire guest suite,1.0,1.0,2.0,Berkeley
2002,150.0,Entire residential home,2.0,1.0,2.0,Clayton
2003,215.0,Private room in condominium (condo),1.0,1.0,1.0,Washington Virginia Vale
2004,195.0,Entire condominium (condo),1.0,1.0,0.0,CBD
2005,685.0,Entire townhouse,3.0,3.5,6.0,Five Points
2006,46.0,Entire rental unit,1.0,1.0,1.0,Baker
2007,80.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
2008,178.0,Entire residential home,3.0,1.0,6.0,Northeast Park Hill
2009,38.0,Private room in residential home,1.0,1.0,1.0,East Colfax
2010,263.0,Entire bungalow,2.0,1.0,2.0,Rosedale
2011,143.0,Entire residential home,1.0,1.0,0.0,College View - South Platte
2012,106.0,Entire guest suite,1.0,1.0,1.0,Berkeley
2014,72.0,Entire guesthouse,1.0,1.0,1.0,Skyland
2015,109.0,Entire bungalow,1.0,1.0,1.0,Sunnyside
2016,100.0,Entire guesthouse,1.0,1.0,1.0,Lincoln Park
2017,98.0,Entire guest suite,1.0,1.0,1.0,Berkeley
2018,52.0,Private room in residential home,1.0,1.0,1.0,Sunnyside
2019,100.0,Entire residential home,2.0,1.0,2.0,City Park
2020,30.0,Private room in guest suite,1.0,1.0,1.0,Northeast Park Hill
2021,37.0,Private room in residential home,1.0,1.0,1.0,East Colfax
2022,125.0,Entire residential home,3.0,1.0,3.0,Washington Virginia Vale
2023,110.0,Entire guesthouse,2.0,1.0,2.0,Sloan Lake
2024,90.0,Private room in townhouse,1.0,1.5,1.0,Baker
2025,228.0,Entire rental unit,1.0,1.0,1.0,Union Station
2026,407.0,Entire townhouse,3.0,3.5,6.0,Civic Center
2027,248.0,Entire residential home,3.0,2.0,2.0,Washington Virginia Vale
2029,189.0,Entire guest suite,1.0,1.0,2.0,City Park
2030,162.0,Entire guest suite,1.0,1.0,2.0,Speer
2031,167.0,Entire condominium (condo),1.0,1.0,1.0,Capitol Hill
2032,60.0,Entire guest suite,1.0,1.0,1.0,West Highland
2034,264.0,Entire townhouse,2.0,2.0,3.0,Highland
2035,254.0,Entire rental unit,1.0,1.0,1.0,Union Station
2036,89.0,Entire rental unit,1.0,1.0,2.0,Five Points
2037,500.0,Entire townhouse,3.0,3.5,3.0,West Colfax
2038,109.0,Entire guest suite,1.0,1.0,1.0,Barnum West
2039,199.0,Entire guest suite,3.0,1.0,4.0,Harvey Park
2040,78.0,Entire guest suite,1.0,1.0,2.0,Washington Park West
2041,263.0,Room in boutique hotel,1.0,1.0,1.0,Highland
2042,404.0,Room in boutique hotel,1.0,1.0,3.0,Highland
2043,464.0,Room in boutique hotel,1.0,1.0,6.0,Highland
2044,377.0,Room in boutique hotel,1.0,1.0,4.0,Highland
2045,478.0,Room in boutique hotel,1.0,1.0,8.0,Highland
2046,263.0,Room in boutique hotel,2.0,2.0,7.0,Highland
2047,484.0,Room in boutique hotel,2.0,2.0,6.0,Highland
2048,264.0,Entire residential home,2.0,1.5,2.0,Washington Park West
2049,120.0,Entire rental unit,1.0,1.5,0.0,Five Points
2050,145.0,Entire guest suite,1.0,1.0,1.0,West Colfax
2051,189.0,Entire residential home,4.0,2.0,5.0,Valverde
2052,261.0,Entire condominium (condo),2.0,2.0,2.0,CBD
2053,180.0,Entire guest suite,1.0,1.0,1.0,Highland
2055,58.0,Private room in residential home,1.0,1.5,0.0,Gateway - Green Valley Ranch
2056,65.0,Private room in residential home,1.0,1.5,1.0,Gateway - Green Valley Ranch
2057,133.0,Entire guest suite,1.0,1.0,1.0,Baker
2058,114.0,Entire residential home,1.0,1.0,2.0,Stapleton
2059,110.0,Entire residential home,3.0,1.0,3.0,Gateway - Green Valley Ranch
2060,100.0,Entire loft,1.0,1.0,2.0,Five Points
2061,407.0,Entire townhouse,2.0,3.0,2.0,West Colfax
2062,771.0,Entire condominium (condo),3.0,2.0,9.0,Union Station
2063,60.0,Private room in residential home,1.0,1.5,1.0,Windsor
2064,89.0,Entire guest suite,1.0,1.0,2.0,Cory - Merrill
2065,130.0,Entire residential home,2.0,1.0,3.0,East Colfax
2066,99.0,Entire guest suite,2.0,1.0,2.0,Speer
2067,130.0,Entire loft,2.0,2.0,2.0,Union Station
2068,350.0,Entire residential home,3.0,2.0,4.0,Jefferson Park
2069,94.0,Entire guest suite,1.0,1.0,2.0,Sunnyside
2070,100.0,Entire residential home,2.0,1.0,3.0,West Colfax
2071,225.0,Entire residential home,4.0,3.5,4.0,Stapleton
2072,90.0,Entire residential home,2.0,1.0,2.0,Northeast Park Hill
2073,280.0,Entire rental unit,2.0,2.0,2.0,Union Station
2074,264.0,Entire residential home,2.0,2.5,2.0,Lincoln Park
2075,264.0,Entire residential home,4.0,2.5,4.0,Elyria Swansea
2076,40.0,Entire condominium (condo),1.0,1.0,1.0,Hampden
2077,250.0,Entire townhouse,2.0,2.5,2.0,West Colfax
2078,158.0,Entire guest suite,2.0,1.0,3.0,Cole
2079,262.0,Entire guest suite,2.0,1.0,3.0,Highland
2080,149.0,Entire guest suite,2.0,1.0,3.0,West Highland
2081,40.0,Private room in residential home,1.0,1.0,1.0,University Hills
2082,73.0,Farm stay,1.0,1.0,1.0,Barnum West
2083,70.0,Private room in residential home,1.0,1.5,1.0,Washington Park West
2084,136.0,Entire residential home,2.0,1.0,2.0,Barnum
2085,107.0,Entire guest suite,1.0,1.0,1.0,Skyland
2086,107.0,Entire guest suite,2.0,1.0,2.0,East Colfax
2087,275.0,Entire residential home,3.0,3.5,5.0,Clayton
2088,349.0,Entire townhouse,2.0,2.5,2.0,West Colfax
2089,100.0,Entire condominium (condo),1.0,1.0,1.0,Goldsmith
2090,231.0,Entire townhouse,2.0,1.5,2.0,Baker
2094,75.0,Private room in bed and breakfast,1.0,1.0,1.0,Jefferson Park
2095,75.0,Private room in condominium (condo),1.0,1.0,1.0,City Park West
2096,80.0,Private room in residential home,1.0,1.5,1.0,West Highland
2097,50.0,Private room in townhouse,1.0,1.5,1.0,Jefferson Park
2098,150.0,Entire guest suite,2.0,1.0,2.0,City Park West
2099,103.0,Private room in townhouse,1.0,1.5,1.0,Washington Virginia Vale
2100,130.0,Entire residential home,1.0,2.5,2.0,Lincoln Park
2101,40.0,Private room in condominium (condo),1.0,1.0,1.0,North Capitol Hill
2102,599.0,Entire residential home,3.0,3.5,3.0,Highland
2103,128.0,Entire rental unit,1.0,1.0,1.0,Regis
2104,228.0,Entire rental unit,1.0,1.0,1.0,Union Station
2105,237.0,Entire condominium (condo),1.0,1.5,1.0,Cherry Creek
2106,126.0,Entire guest suite,1.0,1.0,1.0,Sunnyside
2107,54.0,Entire rental unit,1.0,1.0,1.0,Baker
2108,50.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
2109,76.0,Private room in residential home,1.0,1.0,1.0,Regis
2110,85.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
2111,122.0,Entire guest suite,1.0,1.0,1.0,Globeville
2112,120.0,Entire condominium (condo),1.0,1.0,1.0,Highland
2113,164.0,Entire guest suite,2.0,1.0,2.0,Cheesman Park
2115,120.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
2116,97.0,Entire guest suite,1.0,1.0,3.0,Virginia Village
2117,189.0,Entire condominium (condo),2.0,1.0,3.0,Five Points
2118,228.0,Entire residential home,3.0,2.0,4.0,West Highland
2119,50.0,Entire rental unit,1.0,1.0,1.0,Speer
2120,257.0,Entire residential home,2.0,2.5,3.0,City Park West
2121,66.0,Private room in residential home,1.0,1.0,1.0,Sunnyside
2122,105.0,Entire guest suite,2.0,1.0,2.0,Hampden South
2123,80.0,Private room in townhouse,1.0,1.5,0.0,Sunnyside
2124,75.0,Private room in rental unit,2.0,1.0,1.0,Kennedy
2126,105.0,Entire residential home,1.0,1.0,1.0,University
2127,240.0,Entire residential home,3.0,2.0,3.0,South Park Hill
2128,70.0,Entire residential home,3.0,2.0,3.0,Washington Park West
2129,285.0,Entire townhouse,3.0,3.5,3.0,Baker
2130,80.0,Entire condominium (condo),1.0,1.0,1.0,Union Station
2131,102.0,Entire guesthouse,1.0,1.0,0.0,Sunnyside
2132,115.0,Entire guest suite,1.0,1.0,2.0,South Park Hill
2135,358.0,Entire rental unit,2.0,1.0,3.0,Highland
2136,425.0,Entire rental unit,2.0,1.0,2.0,Highland
2137,235.0,Entire rental unit,1.0,1.0,2.0,Highland
2138,218.0,Entire guesthouse,1.0,1.0,3.0,Sloan Lake
2139,92.0,Entire guest suite,1.0,1.0,2.0,Northeast Park Hill
2140,100.0,Entire rental unit,1.0,1.0,2.0,North Park Hill
2141,105.0,Entire residential home,2.0,1.0,2.0,Highland
2142,260.0,Entire bungalow,4.0,2.0,6.0,South Park Hill
2143,386.0,Entire residential home,3.0,2.0,3.0,Washington Virginia Vale
2144,298.0,Entire rental unit,1.0,1.0,1.0,Highland
2145,199.0,Private room in residential home,3.0,2.0,5.0,Five Points
2146,54.0,Entire condominium (condo),2.0,1.0,3.0,Marston
2147,240.0,Entire townhouse,3.0,3.5,3.0,Civic Center
2148,120.0,Entire guest suite,1.0,1.0,2.0,Speer
2149,111.0,Entire guesthouse,1.0,1.0,2.0,Washington Park
2152,254.0,Entire rental unit,1.0,1.0,1.0,Union Station
2153,75.0,Entire condominium (condo),2.0,1.0,2.0,Capitol Hill
2154,262.0,Entire residential home,4.0,2.0,6.0,Gateway - Green Valley Ranch
2155,49.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
2157,599.0,Entire loft,3.0,2.0,5.0,Five Points
2160,475.0,Entire townhouse,3.0,3.5,4.0,Cherry Creek
2161,150.0,Entire residential home,3.0,2.0,3.0,Berkeley
2162,83.0,Entire guest suite,1.0,1.0,3.0,University
2163,80.0,Private room in rental unit,1.0,1.0,1.0,North Park Hill
2164,272.0,Entire residential home,3.0,2.0,2.0,Cole
2165,183.0,Entire rental unit,2.0,2.0,2.0,Union Station
2166,35.0,Private room in residential home,1.0,1.5,1.0,Athmar Park
2168,168.0,Entire rental unit,1.0,1.0,1.0,Union Station
2169,127.0,Entire rental unit,2.0,1.0,2.0,Sloan Lake
2170,199.0,Entire guest suite,1.0,1.0,1.0,Berkeley
2171,120.0,Entire loft,2.0,1.0,2.0,Union Station
2172,350.0,Private room in rental unit,1.0,1.0,1.0,Hampden
2173,185.0,Private room in rental unit,1.0,1.0,0.0,Hampden
2174,85.0,Private room in residential home,1.0,1.0,1.0,Stapleton
2175,98.0,Entire rental unit,2.0,1.0,2.0,Speer
2176,275.0,Entire residential home,4.0,3.5,6.0,Stapleton
2177,135.0,Entire guest suite,2.0,1.0,2.0,East Colfax
2178,107.0,Entire residential home,2.0,1.0,2.0,Congress Park
2179,75.0,Entire rental unit,2.0,1.0,3.0,Lincoln Park
2180,65.0,Private room in residential home,1.0,1.0,1.0,Stapleton
2183,278.0,Entire townhouse,2.0,2.5,2.0,City Park West
2184,158.0,Entire guest suite,2.0,1.0,3.0,Whittier
2185,106.0,Entire condominium (condo),1.0,1.0,1.0,North Capitol Hill
2186,59.0,Entire rental unit,1.0,1.0,1.0,Baker
2187,56.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
2188,314.0,Entire residential home,3.0,2.0,4.0,University
2189,77.0,Entire guest suite,1.0,1.0,1.0,West Highland
2190,80.0,Entire townhouse,2.0,1.0,0.0,Sunnyside
2191,112.0,Entire townhouse,2.0,2.0,2.0,Speer
2192,145.0,Entire guesthouse,1.0,1.0,3.0,West Highland
2193,200.0,Entire residential home,2.0,2.0,2.0,Chaffee Park
2194,160.0,Entire guest suite,2.0,1.0,2.0,Washington Park West
2196,58.0,Private room in residential home,1.0,1.0,1.0,Montbello
2197,32.0,Private room in residential home,1.0,1.5,1.0,Gateway - Green Valley Ranch
2198,120.0,Entire condominium (condo),2.0,2.0,2.0,Gateway - Green Valley Ranch
2199,44.0,Private room in townhouse,1.0,1.0,1.0,Sloan Lake
2201,254.0,Entire rental unit,1.0,1.0,1.0,Union Station
2205,94.0,Entire guest suite,1.0,1.0,2.0,University
2206,150.0,Entire guest suite,2.0,1.0,2.0,Cole
2207,195.0,Entire residential home,2.0,2.0,4.0,Highland
2208,464.0,Entire residential home,4.0,2.0,10.0,Five Points
2209,95.0,Private room in residential home,1.0,1.0,2.0,Gateway - Green Valley Ranch
2210,159.0,Private room in bed and breakfast,1.0,1.0,1.0,Speer
2212,185.0,Entire guesthouse,2.0,1.0,2.0,Berkeley
2213,532.0,Entire townhouse,3.0,3.5,4.0,Sloan Lake
2214,88.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
2215,210.0,Private room in residential home,1.0,1.5,1.0,Capitol Hill
2216,660.0,Entire townhouse,3.0,3.0,3.0,Civic Center
2217,210.0,Private room in residential home,1.0,1.5,1.0,Capitol Hill
2218,230.0,Private room in residential home,1.0,1.5,1.0,Capitol Hill
2219,369.0,Entire condominium (condo),3.0,2.0,3.0,Union Station
2220,210.0,Private room in residential home,1.0,1.5,2.0,Capitol Hill
2221,295.0,Private room in residential home,2.0,1.5,2.0,Capitol Hill
2222,122.0,Entire loft,1.0,1.0,4.0,Cherry Creek
2223,245.0,Private room in residential home,1.0,1.5,2.0,Capitol Hill
2224,254.0,Entire rental unit,1.0,1.0,1.0,Union Station
2225,375.0,Private room in residential home,2.0,1.0,3.0,Capitol Hill
2226,294.0,Entire residential home,3.0,2.0,4.0,Five Points
2227,38.0,Private room in residential home,1.0,1.0,1.0,Northeast Park Hill
2228,39.0,Private room in residential home,1.0,1.0,1.0,Northeast Park Hill
2229,119.0,Entire rental unit,1.0,1.0,1.0,Cheesman Park
2230,350.0,Entire residential home,4.0,3.5,5.0,Skyland
2231,391.0,Entire residential home,4.0,4.0,3.0,Cole
